6,60,98,53,87,108,109,86,83
7,71,98,62,69,56,71,90,64
8,91,51,64,54,88,77,103,66
0,90,80,62,75,63,107,101,64
1,53,98,104,59,72,83,84,106
2,66,64,81,104,69,92,81,59
3,77,101,64,103,100,90,89,76
4,93,61,59,58,81,101,108,65
5,98,87,53,75,109,50,98,78
6,54,109,109,69,63,86,96,95
7,54,55,52,59,93,73,92,69
8,59,64,54,58,90,83,62,68
0,104,85,69,103,89,81,93,59
1,56,79,82,88,88,71,80,72
2,70,69,61,70,92,82,81,68
3,78,75,86,92,67,81,71,60
4,65,89,74,104,76,86,57,86
5,69,109,95,62,106,69,94,69
6,70,86,91,80,104,101,96,61
7,103,81,60,77,54,60,70,85
8,73,106,58,63,50,104,88,74
0,97,97,55,96,60,57,100,79
1,107,67,96,87,73,94,73,59
2,103,53,100,99,102,102,98,101
3,56,79,51,74,72,74,98,84
4,72,99,89,68,60,96,74,67
5,57,77,102,72,64,52,100,66
6,93,65,61,63,63,80,88,50
7,57,76,78,62,80,74,104,66
8,59,102,106,103,89,89,68,50
0,64,54,108,100,85,103,109,93
1,97,100,97,73,99,80,104,60
2,51,53,94,61,104,102,106,90
3,104,64,97,88,85,83,63,96
4,55,108,64,63,51,78,97,62
5,63,90,55,72,91,56,99,65
6,97,98,80,96,85,78,82,68
7,79,57,53,50,100,97,55,90
8,85,95,101,65,99,58,53,51
0,103,84,84,71,88,52,95,108
1,67,83,78,58,91,94,55,94
2,59,91,100,59,63,57,82,65
3,52,91,63,62,107,98,77,63
4,91,61,51,82,77,109,59,94
5,86,57,104,61,75,102,86,66
6,108,62,90,73,82,51,65,61
7,59,67,72,51,55,86,62,109
8,94,106,78,87,79,106,102,106
0,53,103,91,67,62,103,102,68
1,79,69,107,83,107,74,59,65
2,82,56,68,105,84,88,59,88
3,101,57,72,85,65,104,77,73
4,105,76,61,102,80,83,59,94
5,66,73,50,108,57,67,50,62
6,70,88,87,62,87,87,101,102
7,69,93,73,63,86,63,93,104
8,76,77,96,54,54,84,81,108
0,75,109,96,91,82,68,92,104
1,73,89,57,86,97,89,56,66
2,99,99,60,75,99,97,61,64
3,93,103,108,79,91,73,83,74
4,96,75,95,80,80,72,95,75
5,82,87,56,72,79,69,81,73
6,83,103,92,92,65,92,108,69
7,101,95,72,104,65,64,85,56
8,102,51,58,68,61,94,64,66
0,78,89,56,109,90,97,76,59
1,62,50,84,76,93,68,88,77
2,99,106,58,68,74,89,94,55
3,105,95,52,74,97,107,89,95
4,65,87,101,59,87,58,55,65
5,106,52,87,72,91,61,92,68
6,56,93,63,57,84,90,102,74
7,99,97,56,82,52,62,108,72
8,82,94,98,96,95,105,82,96
0,87,93,62,58,59,61,55,65
1,50,66,51,62,57,95,56,75
2,100,70,87,68,70,61,92,78
3,79,64,100,54,73,73,91,99
4,105,80,82,72,63,91,59,57
5,72,107,51,50,67,58,74,63
6,101,97,92,107,58,80,57,53
7,56,71,99,107,53,54,74,99
8,93,62,76,102,66,95,101,91
0,68,65,50,54,75,97,84,73
1,57,76,75,90,72,59,53,89
2,73,86,77,87,107,69,88,58
3,82,84,60,73,65,97,73,75
4,57,101,78,60,96,82,74,73
5,105,51,99,63,53,50,106,63
6,56,102,71,56,52,62,77,71
7,61,57,63,58,61,62,93,70
8,80,86,89,57,95,54,107,98
0,68,82,63,60,73,67,57,107
1,74,60,78,70,82,62,51,80
2,91,74,68,101,83,52,94,78
3,89,84,60,104,82,91,68,72
4,56,52,57,89,98,104,65,55
5,67,92,70,104,98,72,87,63
6,99,100,83,103,70,60,82,105
7,106,75,71,89,82,107,69,75
8,99,64,63,70,102,93,56,63
0,106,109,65,74,109,59,52,57
1,103,55,86,87,106,71,90,63
2,77,99,99,97,63,90,64,95
3,73,66,78,92,95,53,102,52
4,64,96,50,79,61,85,103,79
5,83,52,70,69,98,104,82,78
6,105,68,81,78,80,60,58,95
7,85,82,58,70,63,100,65,91
8,50,94,69,74,99,92,70,94
0,65,80,77,64,101,69,109,76
1,93,72,57,85,103,97,96,101
2,84,86,86,82,69,53,74,69
3,87,80,88,97,89,55,65,99
4,73,82,92,60,52,74,84,80
5,67,54,50,102,64,67,89,85
6,67,78,72,88,91,60,63,56
7,75,88,98,98,100,94,91,104
8,50,72,105,66,69,59,98,78
0,101,97,60,109,54,73,64,71
1,96,53,106,74,66,96,104,65
2,57,64,63,65,75,103,70,107
3,108,71,100,96,79,94,87,72
4,77,104,62,62,106,109,76,62
5,57,73,89,93,62,100,88,77
6,98,55,84,83,93,76,106,55
7,59,102,75,77,93,51,68,80
8,82,76,70,80,89,50,72,84
0,102,53,56,62,89,88,69,97
1,98,56,63,86,73,72,52,108
2,78,107,92,81,103,59,91,107
3,74,95,104,79,102,62,68,92
4,61,91,86,98,66,80,101,92
5,70,107,85,91,67,52,71,79
6,86,95,96,66,77,58,78,52
7,85,63,91,107,86,86,90,68
8,83,88,101,96,90,75,89,98
0,87,52,84,78,64,61,108,92
1,76,90,71,108,66,78,87,91
2,95,90,92,61,72,56,82,64
3,86,73,61,85,109,82,96,77
4,99,88,108,50,72,83,56,86
5,68,77,78,87,102,88,100,80
6,107,100,96,57,71,66,89,79
7,61,109,108,64,90,80,58,90
8,98,80,73,52,78,50,89,62
0,67,108,83,60,78,91,61,55
1,67,55,107,92,72,102,107,106
2,64,73,108,103,67,60,58,98
3,103,69,62,75,63,66,54,74
4,104,77,100,54,53,108,62,52
5,62,82,82,65,86,108,60,62
6,68,80,109,55,66,81,82,93
7,94,81,93,85,94,74,65,71
8,69,63,83,54,89,53,84,84
0,92,64,68,88,88,108,98,108
1,67,55,108,88,77,103,58,90
2,55,55,57,64,87,91,64,83
3,77,101,63,80,93,96,59,53
4,53,53,104,83,85,66,78,87
5,50,87,79,68,64,89,56,78
6,102,60,82,96,109,79,68,86
7,79,106,89,78,104,79,105,89
8,76,77,92,62,67,57,77,57
0,69,106,101,82,62,88,101,82
1,80,72,55,77,81,91,72,62
2,102,95,72,88,68,79,79,68
3,102,108,81,99,120,240,120,79
4,95,93,101,72,65,57,98,78
5,69,77,93,69,65,56,74,108
6,72,61,87,51,79,65,101,84
7,72,95,101,92,72,95,89,68
8,90,94,66,67,93,74,88,50
0,98,83,68,105,57,102,64,86
1,76,82,51,98,74,103,72,84
2,80,71,54,53,98,104,68,83
3,61,61,107,102,120,240,120,50
4,75,90,57,57,104,83,108,57
5,84,54,55,104,89,100,62,95
6,82,71,100,78,57,78,97,75
7,91,105,83,51,63,102,88,71
8,77,88,70,83,51,81,103,99
0,100,88,78,61,100,85,81,101
1,52,53,82,60,82,83,55,50
2,87,96,58,93,94,74,66,82
3,82,91,74,71,120,240,120,85
4,54,82,107,95,74,88,101,92
5,107,75,82,90,83,104,56,51
6,101,81,57,109,63,53,78,65
7,79,52,97,69,82,108,68,90
8,108,84,80,107,82,99,96,69
0,91,70,106,90,106,96,100,106
1,104,54,59,50,76,71,109,60
2,71,104,83,105,88,87,93,89
3,83,81,91,57,120,240,120,72
4,92,89,81,87,88,106,73,78
5,86,52,60,70,50,66,80,53
6,64,94,109,103,107,98,101,104
7,55,99,60,93,96,77,83,58
8,54,89,82,97,83,57,83,64
0,63,93,71,86,62,108,103,104
1,76,68,87,108,85,62,91,85
2,75,87,51,94,91,93,105,105
3,50,65,78,90,120,240,120,82
4,76,70,102,88,51,66,107,102
5,75,69,80,50,92,97,71,83
6,51,75,88,108,62,98,68,63
7,63,74,94,76,69,89,84,65
8,87,88,82,86,84,101,96,51
0,82,80,87,57,98,100,100,108
1,82,93,91,55,51,83,104,101
2,80,68,99,67,68,81,57,71
3,68,96,94,77,120,240,120,73
4,81,101,109,87,50,68,81,51
5,70,64,91,54,104,75,69,77
6,108,106,78,58,105,95,62,96
7,99,61,58,60,73,74,75,68
8,68,55,97,92,96,71,101,103
0,59,92,63,68,73,95,81,102
1,83,104,64,107,97,90,99,58
2,51,72,52,72,51,58,101,57
3,98,73,63,98,120,240,120,53
4,107,93,103,93,60,84,103,83
5,61,109,52,60,77,55,76,53
6,81,61,53,104,51,63,109,106
7,67,58,88,54,56,62,59,55
8,65,70,109,81,76,57,93,52
0,82,96,61,68,94,50,87,97
1,59,76,70,65,51,102,55,52
2,75,78,69,93,67,55,95,65
3,60,79,67,67,120,240,120,100
4,72,50,57,79,105,78,102,85
5,93,84,105,90,55,100,78,102
6,91,84,84,69,63,87,75,104
7,54,93,61,79,62,75,82,100
8,90,101,92,73,101,75,93,100
0,101,90,74,81,78,50,100,72
1,108,74,101,72,60,93,81,102
2,59,89,56,80,53,68,62,59
3,60,77,51,71,120,240,120,59
4,86,104,73,109,58,103,73,68
5,92,71,53,64,70,93,71,59
6,92,52,70,93,66,108,63,92
7,85,61,78,92,71,84,94,92
8,104,78,68,58,80,50,63,68
0,88,102,61,106,102,69,62,54
1,95,75,90,85,55,81,109,79
2,52,109,82,57,107,79,58,77
3,83,79,54,88,120,240,120,53
4,64,70,85,105,101,78,95,78
5,106,108,101,54,65,61,81,86
6,62,102,108,88,69,66,97,86
7,60,56,76,86,107,80,85,50
8,88,68,81,91,100,81,107,98
0,92,99,100,102,72,50,56,95
1,82,77,50,76,100,104,70,108
2,76,51,87,63,90,68,68,88
3,109,103,99,100,120,240,120,54
4,55,73,52,69,105,86,67,71
5,63,92,106,101,76,99,82,58
6,58,70,96,54,68,104,106,71
7,89,79,105,60,75,73,80,76
8,63,61,92,60,74,74,97,107
0,54,93,77,107,63,56,52,53
1,79,92,54,78,85,87,68,88
2,63,96,64,91,56,77,66,70
3,73,85,57,56,120,240,120,76
4,59,91,78,53,100,71,97,83
5,57,107,58,89,101,83,89,85
6,57,109,91,77,101,90,108,57
7,86,95,80,59,97,74,96,107
8,108,71,104,50,69,69,71,77
0,83,90,96,92,71,80,97,68
1,53,108,85,81,79,89,72,106
2,105,60,92,58,81,62,68,57
3,73,58,73,96,120,240,120,53
4,105,98,92,54,98,65,74,80
5,92,107,76,102,84,95,97,73
6,90,85,102,66,73,97,76,64
7,73,107,74,105,99,102,74,65
8,53,59,96,70,52,80,62,75
0,50,83,84,63,61,76,74,101
1,104,93,91,97,63,105,90,109
2,81,88,107,65,75,91,81,96
3,106,100,83,88,120,240,120,64
4,59,92,53,67,65,53,97,56
5,92,55,70,107,109,104,63,74
6,108,96,65,86,66,108,101,59
7,69,74,68,106,105,102,64,56
8,102,77,73,103,55,54,73,96
0,89,52,63,92,76,74,67,73
1,51,95,108,71,97,67,106,83
2,93,61,84,52,82,76,69,76
3,76,101,102,105,120,240,120,65
4,78,62,96,73,56,55,105,78
5,84,73,71,60,65,103,64,106
6,73,51,70,61,62,97,76,68
7,95,51,102,78,73,88,70,83
8,101,96,109,80,50,64,83,102
0,94,66,50,95,95,109,80,68
1,86,60,95,74,64,89,85,109
2,83,92,50,55,76,62,105,99
3,92,70,96,74,120,240,120,99
4,69,65,67,57,89,50,105,52
5,76,101,54,66,63,54,80,102
6,70,86,84,109,100,86,81,94
7,85,82,100,101,55,83,50,59
8,81,85,74,88,61,94,93,57
0,98,106,82,79,102,90,74,93
1,101,60,80,99,68,60,89,56
2,57,65,62,101,50,53,101,65
3,53,67,109,52,120,240,120,94
4,73,71,106,50,80,70,51,95
5,70,92,62,72,64,74,96,94
6,93,90,82,66,56,104,74,63
7,75,85,107,81,108,89,64,99
8,79,98,96,63,69,65,83,91
0,85,75,101,84,72,83,105,85
1,64,57,82,53,53,81,106,107
2,82,96,75,71,78,85,86,70
3,108,50,90,64,120,240,120,77
4,57,106,92,64,79,101,68,64
5,60,85,99,79,65,107,75,54
6,55,91,86,90,72,79,109,103
7,66,58,79,88,88,64,106,104
8,92,86,50,54,94,87,70,59
0,100,66,100,85,88,58,65,89
1,52,99,85,83,65,65,65,80
2,52,84,69,107,79,68,88,60
3,68,75,67,99,120,240,120,102
4,96,73,68,65,101,82,87,80
5,90,100,59,54,66,65,50,101
6,77,70,91,104,73,56,74,50
7,106,98,103,100,66,78,74,104
8,51,59,71,50,62,82,90,67
0,69,80,73,103,83,68,96,72
1,53,84,99,74,56,87,108,107
2,83,62,87,65,120,240,120,65
3,78,53,82,71,94,79,96,105
4,53,52,78,107,70,93,80,79
5,70,102,81,75,107,91,102,109
6,96,106,67,72,104,63,80,73
7,100,86,71,57,53,73,62,99
8,63,104,57,91,102,80,76,58
0,89,82,70,67,59,89,106,104
1,75,51,81,106,85,102,93,77
2,89,100,68,72,51,84,52,67
3,71,61,79,103,109,68,61,93
4,69,53,69,50,79,71,101,77
5,99,82,72,70,85,67,108,55
6,61,55,59,96,60,79,82,88
7,92,73,108,90,81,68,90,55
8,98,78,65,90,92,68,60,90
0,75,54,99,68,99,72,96,63
1,71,66,104,67,80,98,99,101
2,64,80,60,71,54,57,104,109
3,70,84,91,85,100,106,63,108
4,61,102,95,52,71,67,108,80
5,84,77,71,101,85,101,78,84
6,77,60,58,61,67,77,75,72
7,86,64,53,78,70,58,93,85
8,58,105,67,101,96,102,82,84
0,69,77,81,102,100,66,77,92
1,96,65,76,87,74,105,106,90
2,102,88,69,94,70,71,51,54
3,78,103,68,54,66,64,109,106
4,94,85,89,96,82,53,103,61
5,103,58,84,83,96,78,75,53
6,51,84,58,97,75,77,107,79
7,75,63,60,66,65,60,62,83
8,50,80,53,67,50,88,108,53
0,109,80,71,76,81,60,55,83
1,86,59,102,96,50,89,105,93
2,95,55,60,102,53,89,63,87
3,66,75,93,109,96,57,93,50
4,106,64,105,105,102,64,83,96
5,103,50,64,52,85,81,89,57
6,57,66,52,55,88,100,108,101
7,65,64,90,63,62,87,61,65
8,81,96,99,84,56,92,55,108
0,71,93,94,56,58,62,96,96
1,68,57,79,68,59,96,72,70
2,83,97,105,74,59,62,73,107
3,95,86,73,89,87,56,93,108
4,104,51,69,79,108,98,105,95
5,58,84,79,50,65,69,54,57
6,104,51,58,76,90,75,82,56
7,82,57,102,88,67,109,79,100
8,88,53,60,100,77,66,103,99
0,107,93,96,92,56,58,81,75
1,84,104,107,104,83,82,94,56
2,55,102,87,80,74,96,70,72
3,50,55,72,77,89,87,75,98
4,86,50,95,88,107,102,102,82
5,55,65,55,83,50,103,103,103
6,62,66,104,82,83,101,105,104
7,66,104,91,62,71,60,67,109
8,64,57,70,79,62,57,56,68
0,50,92,94,55,102,61,97,74
1,84,64,109,88,74,92,83,74
2,109,53,91,80,89,72,103,88
3,91,82,77,77,68,83,104,86
4,94,56,101,88,95,98,84,81
5,107,97,84,57,92,70,99,76
6,100,72,52,91,50,78,89,55
7,58,102,59,80,83,61,84,90
8,77,62,73,93,90,52,72,68
0,79,91,84,97,79,108,81,84
1,66,105,99,51,61,51,102,78
2,99,50,61,87,64,93,62,98
3,86,99,64,59,71,101,82,57
4,50,96,74,66,87,66,102,54
5,78,76,88,57,59,84,52,54
6,107,63,52,77,85,50,84,56
7,66,87,67,88,68,64,87,50
8,109,91,83,99,63,85,81,107
0,108,59,62,78,62,103,108,81
1,80,63,91,88,77,73,95,109
2,109,104,105,96,72,89,57,52
3,109,75,107,82,80,102,102,77
4,91,64,107,102,95,99,71,75
5,59,60,56,52,80,63,64,77
6,82,92,68,69,75,74,106,92
7,54,61,74,100,72,102,56,54
8,65,78,103,80,89,98,96,71
0,77,55,85,58,68,96,98,94
1,87,101,80,74,62,92,90,93
2,71,78,90,97,73,78,70,75
3,87,55,98,73,99,54,70,63
4,106,79,100,78,100,77,104,78
5,89,67,55,69,58,65,86,98
6,102,78,78,82,92,87,107,80
7,89,76,64,92,96,107,55,62
8,75,65,108,79,87,94,65,78
0,91,57,52,96,61,102,52,75
1,86,98,97,87,53,75,105,70
2,104,50,50,102,67,96,85,70
3,67,104,85,64,100,86,96,100
4,92,88,73,51,50,82,62,90
5,76,61,87,100,75,105,55,55
6,64,73,52,77,50,106,85,84
7,73,108,74,101,95,64,63,103
8,98,72,82,77,58,99,91,88
0,69,70,74,57,77,87,91,81
1,87,68,66,104,82,104,102,103
2,59,55,96,52,66,88,107,80
3,95,100,98,52,75,82,57,75
4,71,86,52,107,59,61,85,92
5,89,102,101,79,70,109,70,59
6,57,102,96,55,107,75,105,69
7,66,78,95,68,67,102,54,53
8,91,69,55,88,60,58,62,91
0,84,74,69,85,84,72,75,90
1,73,88,61,63,88,61,71,65
2,105,54,68,54,61,93,86,107
3,77,65,51,62,51,58,75,76
4,88,65,101,71,66,109,70,77
5,79,57,64,61,62,91,70,87
6,52,83,107,60,58,55,50,52
7,91,54,95,50,107,85,80,54
8,61,94,66,64,52,102,99,104
0,65,82,74,105,50,109,51,77
1,53,105,97,67,109,91,69,94
2,99,83,56,73,106,99,99,97
3,58,109,79,68,66,84,78,100
4,90,88,60,73,51,95,81,74
5,109,59,81,77,84,100,101,87
6,68,68,101,77,74,105,54,51
7,94,87,107,109,83,73,99,94
8,107,91,82,77,104,105,66,77
0,62,106,76,90,103,78,72,98
1,101,88,70,108,93,91,69,96
2,87,95,61,87,70,84,73,108
3,51,90,71,87,108,57,74,74
4,92,105,69,108,91,80,95,77
5,82,64,75,63,64,86,74,53
6,106,79,81,78,62,52,109,58
7,90,65,87,57,99,68,88,97
8,106,86,98,68,58,71,54,89
0,91,104,63,90,59,60,54,93
1,74,75,83,68,64,96,64,57
2,85,63,58,88,99,104,64,94
3,67,95,107,107,94,105,103,63
4,106,73,76,81,99,108,73,87
5,92,79,95,75,67,82,76,96
6,95,68,74,89,61,89,56,92
7,54,98,89,96,71,53,59,86
8,74,57,82,62,72,51,57,52
0,86,82,70,53,71,80,85,67
1,67,105,93,102,81,75,89,75
2,79,101,53,97,106,70,57,65
3,58,73,100,106,59,96,51,106
4,103,71,63,72,77,75,105,67
5,85,82,79,90,64,71,102,75
6,98,97,69,104,54,94,75,74
7,95,107,62,68,85,76,63,75
8,50,72,64,60,89,61,69,59
0,85,57,103,90,52,77,74,52
1,57,71,69,64,63,83,68,72
2,107,67,61,78,94,94,52,53
3,60,81,94,77,82,88,100,79
4,105,79,83,91,93,51,91,99
5,75,71,98,103,95,98,50,88
6,57,71,55,65,105,63,66,105
7,83,100,80,86,82,58,94,90
8,53,74,64,53,100,98,85,101
0,102,81,51,50,92,81,68,52
1,65,88,93,89,70,51,50,95
2,99,68,79,94,106,76,108,57
3,102,53,71,69,65,55,53,58
4,58,93,93,109,81,103,75,62
5,58,108,54,108,67,78,102,87
6,97,101,73,56,50,73,91,72
7,73,109,58,52,68,53,87,100
8,64,65,53,84,67,50,92,94
0,92,84,64,93,94,53,92,72
1,91,54,94,89,107,91,89,66
2,108,92,53,84,63,75,88,61
3,101,55,100,103,78,72,89,59
4,64,97,57,51,83,56,89,69
5,65,99,108,83,97,89,84,103
6,55,70,85,88,99,67,108,62
7,61,103,74,81,72,95,83,74
8,80,73,50,73,89,95,85,108
0,95,58,91,92,64,93,90,60
1,79,80,87,83,95,89,60,53
2,104,63,108,95,59,54,94,109
3,90,73,67,50,89,67,67,82
4,79,64,80,88,108,82,73,107
5,89,50,87,52,90,92,68,50
6,95,68,80,57,56,82,99,103
7,105,50,92,90,87,89,74,90
8,78,58,81,54,79,85,85,98
0,80,97,50,101,65,57,102,59
1,74,101,71,77,101,61,64,67
2,90,62,77,94,105,50,104,50
